timestamp,x,y,z,pitch,yaw,roll,vx,vy,vz,ax,ay,az,yaw_rate
90228,-106.6867,-4.8475,-0.0795,0.0,-89.3578,0.0,0.0,0.0,0.0706,-0.0,-0.0,6.4657,-0.0
90244,-106.6867,-4.8475,-0.0795,0.0,-89.3578,0.0,0.0,0.0,0.0706,-0.0,-0.0,6.4657,-0.0
90260,-106.6867,-4.8475,-0.0795,0.0,-89.3578,0.0,0.0,0.0,0.0706,-0.0,-0.0,6.4657,-0.0
90276,-106.6867,-4.8475,-0.0795,0.0,-89.3578,0.0,0.0,0.0,0.0706,-0.0,-0.0,6.4657,-0.0
90292,-106.6867,-4.8475,-0.0795,0.0,-89.3578,0.0,0.0,0.0,0.0706,-0.0,-0.0,6.4657,-0.0
90308,-106.6867,-4.8475,-0.0795,0.0,-89.3578,0.0,0.0,0.0,0.0706,-0.0,-0.0,6.4657,-0.0
90324,-106.6867,-4.8475,-0.0795,0.0,-89.3578,0.0,0.0,0.0,0.0706,-0.0,-0.0,6.4657,-0.0
90340,-106.6867,-4.8475,-0.0795,0.0,-89.3578,0.0,0.0,0.0,0.0706,-0.0,-0.0,6.4657,-0.0
90356,-106.6867,-4.8475,-0.0795,0.0,-89.3578,0.0,0.0,0.0,0.0706,-0.0,-0.0,6.4657,-0.0
90372,-106.6867,-4.8475,-0.0795,0.0,-89.3578,0.0,0.0,0.0,0.0706,-0.0,-0.0,6.4657,-0.0
90388,-106.6867,-4.8475,-0.0795,0.0,-89.3578,0.0,0.0,0.0,0.0706,-0.0,-0.0,6.4657,-0.0
90404,-106.6867,-4.8475,-0.0795,0.0,-89.3578,0.0,0.0,0.0,0.0706,-0.0,-0.0,6.4657,-0.0
90420,-106.6867,-4.8456,-0.0595,-0.0017,-89.3578,0.0,-0.0005,0.0423,0.2363,-0.0025,0.2271,0.8904,0.0001
90436,-106.6867,-4.8456,-0.0595,-0.0017,-89.3578,0.0,-0.0005,0.0423,0.2363,-0.0025,0.2271,0.8904,0.0001
90452,-106.6867,-4.8456,-0.0595,-0.0017,-89.3578,0.0,-0.0005,0.0423,0.2363,-0.0025,0.2271,0.8904,0.0001
90468,-106.6867,-4.8456,-0.0595,-0.0017,-89.3578,0.0,-0.0005,0.0423,0.2363,-0.0025,0.2271,0.8904,0.0001
90484,-106.6867,-4.8456,-0.0595,-0.0017,-89.3578,0.0,-0.0005,0.0423,0.2363,-0.0025,0.2271,0.8904,0.0001
90500,-106.6867,-4.8456,-0.0595,-0.0017,-89.3578,0.0,-0.0005,0.0423,0.2363,-0.0025,0.2271,0.8904,0.0001
90516,-106.6867,-4.8456,-0.0595,-0.0017,-89.3578,0.0,-0.0005,0.0423,0.2363,-0.0025,0.2271,0.8904,0.0001
90532,-106.6867,-4.8456,-0.0595,-0.0017,-89.3578,0.0,-0.0005,0.0423,0.2363,-0.0025,0.2271,0.8904,0.0001
90548,-106.6867,-4.8456,-0.0595,-0.0017,-89.3578,0.0,-0.0005,0.0423,0.2363,-0.0025,0.2271,0.8904,0.0001
90566,-106.6868,-4.8406,-0.0387,-0.0051,-89.3577,0.0,-0.0012,0.1106,0.1754,-0.0053,0.4724,-0.4218,0.0028
90580,-106.6868,-4.8406,-0.0387,-0.0051,-89.3577,0.0,-0.0012,0.1106,0.1754,-0.0053,0.4724,-0.4218,0.0028
90596,-106.6868,-4.8406,-0.0387,-0.0051,-89.3577,0.0,-0.0012,0.1106,0.1754,-0.0053,0.4724,-0.4218,0.0028
90612,-106.6868,-4.8406,-0.0387,-0.0051,-89.3577,0.0,-0.0012,0.1106,0.1754,-0.0053,0.4724,-0.4218,0.0028
90628,-106.6868,-4.8406,-0.0387,-0.0051,-89.3577,0.0,-0.0012,0.1106,0.1754,-0.0053,0.4724,-0.4218,0.0028
90644,-106.6868,-4.8406,-0.0387,-0.0051,-89.3577,0.0,-0.0012,0.1106,0.1754,-0.0053,0.4724,-0.4218,0.0028
90661,-106.6872,-4.8065,-0.026,-0.0282,-89.3591,0.0,-0.0066,0.5845,0.1067,-0.0589,5.176,-0.7501,-0.1277
90676,-106.6872,-4.8065,-0.026,-0.0282,-89.3591,0.0,-0.0066,0.5845,0.1067,-0.0589,5.176,-0.7501,-0.1277
90692,-106.6872,-4.8065,-0.026,-0.0282,-89.3591,0.0,-0.0066,0.5845,0.1067,-0.0589,5.176,-0.7501,-0.1277
90708,-106.6872,-4.8065,-0.026,-0.0282,-89.3591,0.0,-0.0066,0.5845,0.1067,-0.0589,5.176,-0.7501,-0.1277
90724,-106.6872,-4.8065,-0.026,-0.0282,-89.3591,0.0,-0.0066,0.5845,0.1067,-0.0589,5.176,-0.7501,-0.1277
90740,-106.6872,-4.8065,-0.026,-0.0282,-89.3591,0.0,-0.0066,0.5845,0.1067,-0.0589,5.176,-0.7501,-0.1277
90756,-106.688,-4.7317,-0.0186,-0.0486,-89.3573,0.0,-0.0112,1.0006,0.0586,-0.0492,4.5023,-0.5206,0.2431
90772,-106.688,-4.7317,-0.0186,-0.0486,-89.3573,0.0,-0.0112,1.0006,0.0586,-0.0492,4.5023,-0.5206,0.2431
90788,-106.688,-4.7317,-0.0186,-0.0486,-89.3573,0.0,-0.0112,1.0006,0.0586,-0.0492,4.5023,-0.5206,0.2431
90804,-106.688,-4.7317,-0.0186,-0.0486,-89.3573,0.0,-0.0112,1.0006,0.0586,-0.0492,4.5023,-0.5206,0.2431
90820,-106.688,-4.7317,-0.0186,-0.0486,-89.3573,0.0,-0.0112,1.0006,0.0586,-0.0492,4.5023,-0.5206,0.2431
90836,-106.6886,-4.635,-0.0144,-0.0464,-89.3917,-0.0004,-0.0103,1.1356,0.0325,0.0093,1.4736,-0.2847,-0.2347
90852,-106.6886,-4.635,-0.0144,-0.0464,-89.3917,-0.0004,-0.0103,1.1356,0.0325,0.0093,1.4736,-0.2847,-0.2347
90868,-106.6886,-4.635,-0.0144,-0.0464,-89.3917,-0.0004,-0.0103,1.1356,0.0325,0.0093,1.4736,-0.2847,-0.2347
90884,-106.6886,-4.635,-0.0144,-0.0464,-89.3917,-0.0004,-0.0103,1.1356,0.0325,0.0093,1.4736,-0.2847,-0.2347
90900,-106.6886,-4.635,-0.0144,-0.0464,-89.3917,-0.0004,-0.0103,1.1356,0.0325,0.0093,1.4736,-0.2847,-0.2347
90916,-106.6886,-4.635,-0.0144,-0.0464,-89.3917,-0.0004,-0.0103,1.1356,0.0325,0.0093,1.4736,-0.2847,-0.2347
90932,-106.6896,-4.5306,-0.0125,-0.0278,-89.3917,-0.0,-0.0119,1.1151,0.0133,-0.0164,-0.2105,-0.1967,0.1393
90948,-106.6896,-4.5306,-0.0125,-0.0278,-89.3917,-0.0,-0.0119,1.1151,0.0133,-0.0164,-0.2105,-0.1967,0.1393
90964,-106.6896,-4.5306,-0.0125,-0.0278,-89.3917,-0.0,-0.0119,1.1151,0.0133,-0.0164,-0.2105,-0.1967,0.1393
90980,-106.6896,-4.5306,-0.0125,-0.0278,-89.3917,-0.0,-0.0119,1.1151,0.0133,-0.0164,-0.2105,-0.1967,0.1393
90996,-106.6896,-4.5306,-0.0125,-0.0278,-89.3917,-0.0,-0.0119,1.1151,0.0133,-0.0164,-0.2105,-0.1967,0.1393
91012,-106.6896,-4.5306,-0.0125,-0.0278,-89.3917,-0.0,-0.0119,1.1151,0.0133,-0.0164,-0.2105,-0.1967,0.1393
91030,-106.6909,-4.4268,-0.0117,-0.0224,-89.3815,0.0001,-0.0138,1.2664,0.006,-0.0201,1.6251,-0.0785,0.0427
91044,-106.6909,-4.4268,-0.0117,-0.0224,-89.3815,0.0001,-0.0138,1.2664,0.006,-0.0201,1.6251,-0.0785,0.0427
91060,-106.6909,-4.4268,-0.0117,-0.0224,-89.3815,0.0001,-0.0138,1.2664,0.006,-0.0201,1.6251,-0.0785,0.0427
91076,-106.6909,-4.4268,-0.0117,-0.0224,-89.3815,0.0001,-0.0138,1.2664,0.006,-0.0201,1.6251,-0.0785,0.0427
91092,-106.6909,-4.4268,-0.0117,-0.0224,-89.3815,0.0001,-0.0138,1.2664,0.006,-0.0201,1.6251,-0.0785,0.0427
91108,-106.6909,-4.4268,-0.0117,-0.0224,-89.3815,0.0001,-0.0138,1.2664,0.006,-0.0201,1.6251,-0.0785,0.0427
91126,-106.6927,-4.2903,-0.0112,-0.0405,-89.3384,0.0005,-0.0203,1.6994,0.0028,-0.0688,4.5876,-0.0338,4.2916
91140,-106.6927,-4.2903,-0.0112,-0.0405,-89.3384,0.0005,-0.0203,1.6994,0.0028,-0.0688,4.5876,-0.0338,4.2916
91156,-106.6927,-4.2903,-0.0112,-0.0405,-89.3384,0.0005,-0.0203,1.6994,0.0028,-0.0688,4.5876,-0.0338,4.2916
91172,-106.6927,-4.2903,-0.0112,-0.0405,-89.3384,0.0005,-0.0203,1.6994,0.0028,-0.0688,4.5876,-0.0338,4.2916
91188,-106.6927,-4.2903,-0.0112,-0.0405,-89.3384,0.0005,-0.0203,1.6994,0.0028,-0.0688,4.5876,-0.0338,4.2916
91204,-106.6927,-4.2903,-0.0112,-0.0405,-89.3384,0.0005,-0.0203,1.6994,0.0028,-0.0688,4.5876,-0.0338,4.2916
91222,-106.6941,-4.1018,-0.0109,-0.0603,-89.3778,-0.0002,-0.0215,2.1188,0.0014,-0.0131,4.4174,-0.0156,0.1537
91236,-106.6941,-4.1018,-0.0109,-0.0603,-89.3778,-0.0002,-0.0215,2.1188,0.0014,-0.0131,4.4174,-0.0156,0.1537
91252,-106.6941,-4.1018,-0.0109,-0.0603,-89.3778,-0.0002,-0.0215,2.1188,0.0014,-0.0131,4.4174,-0.0156,0.1537
91268,-106.6941,-4.1018,-0.0109,-0.0603,-89.3778,-0.0002,-0.0215,2.1188,0.0014,-0.0131,4.4174,-0.0156,0.1537
91284,-106.6941,-4.1018,-0.0109,-0.0603,-89.3778,-0.0002,-0.0215,2.1188,0.0014,-0.0131,4.4174,-0.0156,0.1537
91300,-106.6941,-4.1018,-0.0109,-0.0603,-89.3778,-0.0002,-0.0215,2.1188,0.0014,-0.0131,4.4174,-0.0156,0.1537
91316,-106.6964,-3.8711,-0.0107,-0.0718,-89.3958,-0.0001,-0.0262,2.7697,0.0006,-0.0495,6.9223,-0.0076,-1.8847
91332,-106.6964,-3.8711,-0.0107,-0.0718,-89.3958,-0.0001,-0.0262,2.7697,0.0006,-0.0495,6.9223,-0.0076,-1.8847
91348,-106.6964,-3.8711,-0.0107,-0.0718,-89.3958,-0.0001,-0.0262,2.7697,0.0006,-0.0495,6.9223,-0.0076,-1.8847
91364,-106.6964,-3.8711,-0.0107,-0.0718,-89.3958,-0.0001,-0.0262,2.7697,0.0006,-0.0495,6.9223,-0.0076,-1.8847
91380,-106.6964,-3.8711,-0.0107,-0.0718,-89.3958,-0.0001,-0.0262,2.7697,0.0006,-0.0495,6.9223,-0.0076,-1.8847
91396,-106.6984,-3.5907,-0.0105,-0.0899,-89.4813,-0.0011,-0.032,3.3449,0.0004,-0.0653,6.4399,-0.0032,-5.0911
91412,-106.6984,-3.5907,-0.0105,-0.0899,-89.4813,-0.0011,-0.032,3.3449,0.0004,-0.0653,6.4399,-0.0032,-5.0911
91428,-106.6984,-3.5907,-0.0105,-0.0899,-89.4813,-0.0011,-0.032,3.3449,0.0004,-0.0653,6.4399,-0.0032,-5.0911
91444,-106.6984,-3.5907,-0.0105,-0.0899,-89.4813,-0.0011,-0.032,3.3449,0.0004,-0.0653,6.4399,-0.0032,-5.0911
91460,-106.6984,-3.5907,-0.0105,-0.0899,-89.4813,-0.0011,-0.032,3.3449,0.0004,-0.0653,6.4399,-0.0032,-5.0911
91476,-106.6984,-3.5907,-0.0105,-0.0899,-89.4813,-0.0011,-0.032,3.3449,0.0004,-0.0653,6.4399,-0.0032,-5.0911
91494,-106.7013,-3.2421,-0.0104,-0.1005,-89.5093,-0.0013,-0.0335,3.9238,0.0002,-0.0163,6.2508,-0.002,0.7231
91508,-106.7013,-3.2421,-0.0104,-0.1005,-89.5093,-0.0013,-0.0335,3.9238,0.0002,-0.0163,6.2508,-0.002,0.7231
91524,-106.7013,-3.2421,-0.0104,-0.1005,-89.5093,-0.0013,-0.0335,3.9238,0.0002,-0.0163,6.2508,-0.002,0.7231
