timestamp,x,y,z,pitch,yaw,roll,vx,vy,vz,ax,ay,az,yaw_rate
34274,-106.6867,-4.8475,0.4735,0.0,-89.3578,0.0,0.0,0.0,-1.5289,0.0,0.0,-9.8,0.0
34290,-106.6867,-4.8475,0.4543,0.0,-89.3578,0.0,0.0,0.0,-1.6454,0.0,0.0,-9.8,0.0
34306,-106.6867,-4.8475,0.4543,0.0,-89.3578,0.0,0.0,0.0,-1.6454,0.0,0.0,-9.8,0.0
34322,-106.6867,-4.8475,0.4543,0.0,-89.3578,0.0,0.0,0.0,-1.6454,0.0,0.0,-9.8,0.0
34340,-106.6867,-4.8475,0.3734,0.0,-89.3578,0.0,0.0,0.0,-2.0631,0.0,0.0,-9.8,0.0
34356,-106.6867,-4.8475,0.3195,0.0,-89.3578,0.0,0.0,0.0,-2.3009,0.0,0.0,-9.8,0.0
34370,-106.6867,-4.8475,0.3195,0.0,-89.3578,0.0,0.0,0.0,-2.3009,0.0,0.0,-9.8,0.0
34388,-106.6867,-4.8475,0.2619,0.0,-89.3578,0.0,0.0,0.0,-2.5308,0.0,0.0,-9.8,0.0
34404,-106.6867,-4.8475,0.1984,0.0,-89.3578,0.0,0.0,0.0,-2.7629,0.0,0.0,-9.8,0.0
34418,-106.6867,-4.8475,0.1984,0.0,-89.3578,0.0,0.0,0.0,-2.7629,0.0,0.0,-9.8,0.0
34434,-106.6867,-4.8475,0.1305,0.0,-89.3578,0.0,0.0,0.0,-2.991,0.0,0.0,-9.8,0.0
34451,-106.6867,-4.8475,0.0568,0.0,-89.3578,0.0,0.0,0.0,-3.2207,0.0,0.0,-9.8,0.0
34466,-106.6867,-4.8475,0.0568,0.0,-89.3578,0.0,0.0,0.0,-3.2207,0.0,0.0,-9.8,0.0
34482,-106.6867,-4.8457,0.0001,-0.0025,-89.3578,0.0,-0.0013,0.1171,-2.1846,-0.058,5.173,45.7821,-0.0
34500,-106.6868,-4.8454,-0.0362,-0.0018,-89.3578,0.0,0.0004,-0.0351,-1.449,0.0788,-7.0282,33.9657,0.0
34514,-106.6868,-4.8431,-0.0616,-0.0043,-89.3578,0.0,-0.0017,0.1539,-0.8644,-0.0871,7.7873,24.0846,-0.0023
34530,-106.6868,-4.8431,-0.0616,-0.0043,-89.3578,0.0,-0.0017,0.1539,-0.8644,-0.0871,7.7873,24.0846,-0.0023
34548,-106.6867,-4.8403,-0.0746,-0.0063,-89.3663,-0.0001,0.0003,0.1265,-0.4869,0.0953,-1.2672,17.4588,-0.0945
34564,-106.6867,-4.8348,-0.0812,-0.0112,-89.3854,0.0001,-0.0051,0.2635,-0.2197,-0.2486,6.284,12.255,-0.369
34578,-106.6867,-4.8348,-0.0812,-0.0112,-89.3854,0.0001,-0.0051,0.2635,-0.2197,-0.2486,6.284,12.255,-0.369
34594,-106.6866,-4.8262,-0.0831,-0.0178,-89.4106,0.0002,-0.0063,0.4153,-0.0258,-0.0545,6.5513,8.3664,-0.2951
34612,-106.6868,-4.8154,-0.0818,-0.0246,-89.408,0.0001,-0.0061,0.5394,0.0944,0.0093,5.768,5.5898,0.6075
34626,-106.687,-4.8005,-0.0782,-0.0326,-89.4083,0.0002,-0.0086,0.6572,0.1759,-0.1048,5.0816,3.5108,1.1167
34642,-106.687,-4.8005,-0.0782,-0.0326,-89.4083,0.0002,-0.0086,0.6572,0.1759,-0.1048,5.0816,3.5108,1.1167
34658,-106.6872,-4.7826,-0.0732,-0.0397,-89.4039,0.0002,-0.0093,0.7865,0.2225,-0.031,5.4838,1.9767,-0.3999
34674,-106.6874,-4.7614,-0.0675,-0.0462,-89.4152,0.0001,-0.0095,0.9304,0.2438,-0.0099,6.0396,0.8969,-0.1819
34690,-106.6874,-4.7614,-0.0675,-0.0462,-89.4152,0.0001,-0.0095,0.9304,0.2438,-0.0099,6.0396,0.8969,-0.1819
34708,-106.6874,-4.7365,-0.0612,-0.0524,-89.443,-0.0002,-0.0104,1.0582,0.2783,-0.0333,5.24,1.4151,-2.9186
34722,-106.6879,-4.7125,-0.0554,-0.0547,-89.4006,-0.0003,-0.0101,1.1227,0.2612,0.0114,2.8488,-0.7555,4.6717
34738,-106.6879,-4.7125,-0.0554,-0.0547,-89.4006,-0.0003,-0.0101,1.1227,0.2612,0.0114,2.8488,-0.7555,4.6717
