timestamp,x,y,z,pitch,yaw,roll,vx,vy,vz,ax,ay,az,yaw_rate
27921,-106.6867,-4.8475,0.4993,0.0,-89.3578,0.0,0.0,0.0,-1.3475,0.0,0.0,-9.8,0.0
27937,-106.6867,-4.8475,0.4993,0.0,-89.3578,0.0,0.0,0.0,-1.3475,0.0,0.0,-9.8,0.0
27953,-106.6867,-4.8475,0.4751,0.0,-89.3578,0.0,0.0,0.0,-1.5087,0.0,0.0,-9.8,0.0
27969,-106.6867,-4.8475,0.4167,0.0,-89.3578,0.0,0.0,0.0,-1.8423,0.0,0.0,-9.8,0.0
27985,-106.6867,-4.8475,0.4167,0.0,-89.3578,0.0,0.0,0.0,-1.8423,0.0,0.0,-9.8,0.0
28001,-106.6867,-4.8475,0.3769,0.0,-89.3578,0.0,0.0,0.0,-2.0397,0.0,0.0,-9.8,0.0
28019,-106.6867,-4.8475,0.3274,0.0,-89.3578,0.0,0.0,0.0,-2.2616,0.0,0.0,-9.8,0.0
28033,-106.6867,-4.8475,0.3274,0.0,-89.3578,0.0,0.0,0.0,-2.2616,0.0,0.0,-9.8,0.0
28049,-106.6867,-4.8475,0.2719,0.0,-89.3578,0.0,0.0,0.0,-2.487,0.0,0.0,-9.8,0.0
28068,-106.6867,-4.8475,0.2014,0.0,-89.3578,0.0,0.0,0.0,-2.7466,0.0,0.0,-9.8,0.0
28081,-106.6867,-4.8475,0.1418,0.0,-89.3578,0.0,0.0,0.0,-2.9495,0.0,0.0,-9.8,0.0
28097,-106.6867,-4.8475,0.1418,0.0,-89.3578,0.0,0.0,0.0,-2.9495,0.0,0.0,-9.8,0.0
28115,-106.6867,-4.8475,0.0537,0.0,-89.3578,0.0,0.0,0.0,-3.225,0.0,0.0,-9.8,0.0
28129,-106.6867,-4.8475,0.0537,0.0,-89.3578,0.0,0.0,0.0,-3.225,0.0,0.0,-9.8,0.0
28147,-106.6868,-4.8436,-0.0104,-0.0056,-89.3578,0.0,-0.0026,0.2313,-1.9955,-0.095,8.5215,45.3078,-0.0057
28163,-106.6869,-4.8403,-0.0395,-0.0085,-89.352,0.0001,-0.0044,0.2179,-1.393,-0.0934,-0.7002,31.6906,-1.1952
