timestamp,x,y,z,pitch,yaw,roll,vx,vy,vz,ax,ay,az,yaw_rate
11813,-106.6867,-4.8475,0.5159,0.0,-89.3578,0.0,0.0,0.0,-1.2227,0.0,0.0,-9.8,0.0
11829,-106.6867,-4.8475,0.5041,0.0,-89.3578,0.0,0.0,0.0,-1.3108,0.0,0.0,-9.8,0.0
11845,-106.6867,-4.8475,0.5041,0.0,-89.3578,0.0,0.0,0.0,-1.3108,0.0,0.0,-9.8,0.0
11863,-106.6867,-4.8475,0.4527,0.0,-89.3578,0.0,0.0,0.0,-1.6426,0.0,0.0,-9.8,0.0
11878,-106.6867,-4.8475,0.4207,0.0,-89.3578,0.0,0.0,0.0,-1.8192,0.0,0.0,-9.8,0.0
11895,-106.6867,-4.8475,0.3854,0.0,-89.3578,0.0,0.0,0.0,-1.9965,0.0,0.0,-9.8,0.0
11909,-106.6867,-4.8475,0.3479,0.0,-89.3578,0.0,0.0,0.0,-2.1695,0.0,0.0,-9.8,0.0
11925,-106.6867,-4.8475,0.3479,0.0,-89.3578,0.0,0.0,0.0,-2.1695,0.0,0.0,-9.8,0.0
11941,-106.6867,-4.8475,0.3035,0.0,-89.3578,0.0,0.0,0.0,-2.3578,0.0,0.0,-9.8,0.0
11957,-106.6867,-4.8475,0.2581,0.0,-89.3578,0.0,0.0,0.0,-2.5361,0.0,0.0,-9.8,0.0
11974,-106.6867,-4.8475,0.2118,0.0,-89.3578,0.0,0.0,0.0,-2.7065,0.0,0.0,-9.8,0.0
11990,-106.6867,-4.8475,0.1639,0.0,-89.3578,0.0,0.0,0.0,-2.8724,0.0,0.0,-9.8,0.0
12007,-106.6867,-4.8475,0.1124,0.0,-89.3578,0.0,0.0,0.0,-3.0406,0.0,0.0,-9.8,0.0
12023,-106.6867,-4.8475,0.0589,0.0,-89.3578,0.0,0.0,0.0,-3.2064,0.0,0.0,-9.8,0.0
12039,-106.6868,-4.8456,0.0127,-0.0027,-89.3578,0.0,-0.0006,0.0558,-2.4298,-0.0356,3.1698,44.1253,0.0009
12055,-106.6869,-4.8424,-0.0203,-0.0065,-89.3432,0.0,-0.0016,0.1388,-1.7836,-0.0599,4.8716,37.9155,1.712
12071,-106.6869,-4.8391,-0.0451,-0.0085,-89.3438,0.0001,-0.0012,0.1238,-1.2566,0.0265,-0.8334,29.2942,1.276
12086,-106.687,-4.8355,-0.0617,-0.0105,-89.3445,0.0,-0.0024,0.1967,-0.8548,-0.0689,4.1617,22.9456,-0.7694
12101,-106.6871,-4.8321,-0.0723,-0.0116,-89.3352,-0.0001,-0.0025,0.2195,-0.554,-0.0086,1.3476,17.7478,0.6128
12117,-106.6872,-4.8266,-0.0786,-0.0153,-89.3167,-0.0001,-0.0026,0.3295,-0.3259,-0.006,6.5687,13.6254,2.295
12134,-106.6872,-4.8202,-0.0819,-0.0182,-89.3337,-0.0001,-0.0051,0.3903,-0.1459,-0.14,3.4597,10.242,-1.8852
12149,-106.6872,-4.8202,-0.0819,-0.0182,-89.3337,-0.0001,-0.0051,0.3903,-0.1459,-0.14,3.4597,10.242,-1.8852
12165,-106.6872,-4.8115,-0.0826,-0.0234,-89.3384,-0.0003,-0.0031,0.5366,-0.0125,0.1137,8.3414,7.6059,-0.318
12181,-106.6873,-4.8017,-0.0815,-0.0279,-89.3409,-0.0003,-0.0055,0.6095,0.0824,-0.1429,4.242,5.5261,0.2072
12199,-106.6874,-4.7898,-0.079,-0.0325,-89.3438,-0.0,-0.0094,0.6666,0.1527,-0.2104,3.1247,3.8438,1.0647
12215,-106.6877,-4.7765,-0.0756,-0.0371,-89.3318,0.0002,-0.0102,0.7463,0.1979,-0.0456,4.5028,2.5516,0.7609
12230,-106.688,-4.7619,-0.0718,-0.0416,-89.3171,0.0003,-0.0112,0.863,0.2252,-0.0575,6.7718,1.5857,1.427
12247,-106.6882,-4.7454,-0.0677,-0.0466,-89.3185,0.0002,-0.011,0.9877,0.24,0.012,7.2901,0.8646,-0.0821
12263,-106.6884,-4.7256,-0.063,-0.0507,-89.3204,0.0001,-0.0123,1.0834,0.2458,-0.0709,5.0258,0.3071,0.0333
12277,-106.6886,-4.706,-0.0581,-0.0536,-89.3229,0.0001,-0.0131,1.1366,0.2721,-0.0438,2.9731,1.4645,-0.1246
12293,-106.6889,-4.6867,-0.0537,-0.0553,-89.3046,0.0002,-0.0159,1.186,0.2541,-0.1627,2.9407,-1.0725,0.963
12309,-106.6889,-4.6867,-0.0537,-0.0553,-89.3046,0.0002,-0.0159,1.186,0.2541,-0.1627,2.9407,-1.0725,0.963
12325,-106.6891,-4.6663,-0.0496,-0.0562,-89.3199,0.0004,-0.0162,1.2336,0.2382,-0.0197,2.7823,-0.9292,-0.7065
12342,-106.6893,-4.6455,-0.0458,-0.057,-89.3275,0.0003,-0.017,1.3556,0.2201,-0.0492,7.3771,-1.0931,-0.2993
12357,-106.6896,-4.6235,-0.0424,-0.0572,-89.3315,0.0003,-0.0164,1.3493,0.2035,0.0347,-0.3789,-0.9851,-0.2143
12373,-106.6898,-4.6011,-0.0391,-0.0555,-89.3344,0.0002,-0.016,1.3435,0.1868,0.0237,-0.3355,-0.9712,-0.1554
12391,-106.6901,-4.5781,-0.036,-0.0524,-89.3366,0.0,-0.0157,1.3379,0.1702,0.0191,-0.3172,-0.9355,-0.11
12405,-106.6903,-4.556,-0.0333,-0.0489,-89.3377,0.0,-0.0155,1.3351,0.1533,0.011,-0.1642,-0.9907,-0.0599
12423,-106.6906,-4.5337,-0.0309,-0.0451,-89.3379,-0.0,-0.0154,1.3317,0.1386,0.0048,-0.1951,-0.8533,-0.0102
12439,-106.6909,-4.5119,-0.0288,-0.0415,-89.3369,-0.0001,-0.0155,1.3305,0.1246,-0.0034,-0.0684,-0.8245,0.0586
12455,-106.6911,-4.4898,-0.0269,-0.0389,-89.3363,-0.0001,-0.016,1.3924,0.1121,-0.0318,3.6934,-0.7461,0.0049
12469,-106.6914,-4.4635,-0.0248,-0.0361,-89.3362,-0.0001,-0.0159,1.3838,0.1014,0.0029,-0.4386,-0.5435,0.0037
12485,-106.6914,-4.4635,-0.0248,-0.0361,-89.3362,-0.0001,-0.0159,1.3838,0.1014,0.0029,-0.4386,-0.5435,0.0037
12501,-106.6917,-4.4371,-0.023,-0.0328,-89.3362,-0.0001,-0.0159,1.3785,0.0888,0.0014,-0.2683,-0.6382,0.0034
12517,-106.692,-4.4133,-0.0216,-0.0301,-89.3353,-0.0001,-0.016,1.385,0.077,-0.0055,0.3665,-0.6567,0.1006
12533,-106.6923,-4.3891,-0.0204,-0.0299,-89.3349,-0.0001,-0.0175,1.52,0.0683,-0.087,7.8559,-0.5104,-0.0462
12551,-106.6926,-4.3639,-0.0194,-0.0305,-89.3354,-0.0001,-0.0175,1.514,0.0609,0.0019,-0.3488,-0.4329,-0.0273
12565,-106.6929,-4.3382,-0.0184,-0.032,-89.3354,-0.0001,-0.019,1.6432,0.0543,-0.0919,7.7113,-0.3958,0.0342
12584,-106.6932,-4.3084,-0.0175,-0.0336,-89.335,-0.0001,-0.019,1.6403,0.0486,-0.0009,-0.1568,-0.3022,0.0161
12599,-106.6936,-4.279,-0.0167,-0.0357,-89.335,-0.0,-0.0206,1.7791,0.0425,-0.091,7.8585,-0.3457,-0.0159
12615,-106.6939,-4.2468,-0.0159,-0.0377,-89.3352,-0.0,-0.0206,1.7776,0.0376,0.001,-0.077,-0.2618,-0.0041
12629,-106.6943,-4.2148,-0.0153,-0.0399,-89.3353,-0.0,-0.0223,1.9186,0.0329,-0.0924,7.9437,-0.2669,-0.0031
12645,-106.6943,-4.2148,-0.0153,-0.0399,-89.3353,-0.0,-0.0223,1.9186,0.0329,-0.0924,7.9437,-0.2669,-0.0031
12661,-106.6947,-4.1804,-0.0147,-0.0424,-89.3353,-0.0,-0.0224,1.9337,0.0291,-0.0095,0.8255,-0.2102,-0.0015
12677,-106.6951,-4.1474,-0.0143,-0.0448,-89.3353,-0.0,-0.024,2.0698,0.0255,-0.0939,8.0946,-0.2149,-0.0017
12693,-106.6955,-4.1114,-0.0138,-0.0484,-89.3353,-0.0,-0.0248,2.1363,0.0227,-0.0446,3.8421,-0.1618,0.0012
12711,-106.6959,-4.0747,-0.0135,-0.0517,-89.3353,-0.0,-0.0264,2.2742,0.02,-0.0946,8.1478,-0.1551,0.0008
12725,-106.6964,-4.0331,-0.0131,-0.0558,-89.3354,-0.0,-0.0271,2.3399,0.0178,-0.042,3.6088,-0.1221,-0.0067
12743,-106.6969,-3.9919,-0.0128,-0.0589,-89.3354,-0.0,-0.0287,2.478,0.0156,-0.0916,7.9259,-0.1277,-0.005
12759,-106.6974,-3.9479,-0.0125,-0.0633,-89.3352,-0.0,-0.0299,2.5795,0.0138,-0.0676,5.8114,-0.1043,0.0377
12775,-106.698,-3.9005,-0.0123,-0.0671,-89.3348,-0.0,-0.0317,2.7274,0.0122,-0.0959,8.1397,-0.0887,0.0054
12790,-106.6985,-3.8505,-0.012,-0.0707,-89.3354,0.0,-0.0325,2.795,0.0106,-0.0431,3.7018,-0.0829,-0.073
12805,-106.6991,-3.7994,-0.0118,-0.0735,-89.3363,-0.0,-0.0341,2.945,0.0093,-0.0925,8.3116,-0.0738,-0.027
12821,-106.6991,-3.7994,-0.0118,-0.0735,-89.3363,-0.0,-0.0341,2.945,0.0093,-0.0925,8.3116,-0.0738,-0.027
12837,-106.6997,-3.7481,-0.0117,-0.0774,-89.3341,-0.0,-0.0355,3.0613,0.0081,-0.0792,6.7826,-0.0684,0.2818
12853,-106.7005,-3.6846,-0.0115,-0.0828,-89.3304,0.0,-0.0383,3.2613,0.0068,-0.1402,9.9229,-0.065,0.1256
12871,-106.7013,-3.6203,-0.0113,-0.0916,-89.3305,0.0001,-0.0405,3.4513,0.0063,-0.1186,10.2115,-0.0292,-0.011
12886,-106.702,-3.5595,-0.0112,-0.0949,-89.3334,0.0001,-0.0404,3.4619,0.0055,0.0038,0.6093,-0.0469,-0.1502
12903,-106.7027,-3.4976,-0.0111,-0.0991,-89.3344,0.0,-0.0428,3.6724,0.0048,-0.1378,12.4886,-0.0386,-0.0656
12917,-106.7035,-3.4302,-0.011,-0.101,-89.3331,0.0,-0.0433,3.7156,0.0043,-0.032,2.4089,-0.0305,0.0757
12933,-106.7043,-3.361,-0.0109,-0.1034,-89.3352,0.0,-0.0453,3.8985,0.0037,-0.1087,10.3341,-0.0297,-0.1103
12949,-106.7043,-3.361,-0.0109,-0.1034,-89.3352,0.0,-0.0453,3.8985,0.0037,-0.1087,10.3341,-0.0297,-0.1103
12965,-106.7052,-3.2857,-0.0108,-0.1031,-89.3302,0.0,-0.0458,3.9271,0.0033,-0.03,1.5054,-0.0249,0.247
12981,-106.706,-3.2149,-0.0108,-0.1041,-89.3345,-0.0,-0.0477,4.1253,0.0028,-0.1108,11.5416,-0.0246,-0.2149
12997,-106.7069,-3.1396,-0.0107,-0.1044,-89.3213,0.0001,-0.0494,4.1979,0.0025,-0.0914,4.0793,-0.0189,0.6737
13014,-106.7077,-3.0652,-0.0107,-0.1038,-89.3359,0.0,-0.0499,4.286,0.0022,-0.0282,5.1095,-0.0173,-0.2651
13029,-106.7088,-2.989,-0.0107,-0.1031,-89.3125,0.0002,-0.0523,4.3941,0.002,-0.1407,6.2593,-0.0147,1.0831
13046,-106.7097,-2.9082,-0.0106,-0.1018,-89.3232,0.0002,-0.0532,4.4588,0.0017,-0.0509,3.6015,-0.0132,0.1044
13063,-106.7108,-2.8293,-0.0106,-0.1008,-89.2971,0.0004,-0.0563,4.5884,0.0015,-0.1792,7.5449,-0.0123,1.2267
13078,-106.7117,-2.7491,-0.0106,-0.1001,-89.3037,0.0005,-0.0571,4.6788,0.0013,-0.0498,5.2997,-0.0105,0.1851
13094,-106.713,-2.6644,-0.0106,-0.0995,-89.2755,0.0007,-0.06,4.7898,0.0012,-0.1637,6.3015,-0.0087,1.1443
13111,-106.714,-2.5822,-0.0106,-0.0992,-89.2823,0.0008,-0.0612,4.897,0.001,-0.0686,6.3959,-0.0087,0.192
13126,-106.7152,-2.496,-0.0105,-0.0994,-89.2591,0.001,-0.0643,5.0165,0.0009,-0.1807,6.9685,-0.0072,0.8128
13141,-106.7163,-2.4107,-0.0105,-0.0998,-89.2667,0.001,-0.0653,5.1315,0.0008,-0.0612,6.9264,-0.0057,0.169
13157,-106.7163,-2.4107,-0.0105,-0.0998,-89.2667,0.001,-0.0653,5.1315,0.0008,-0.0612,6.9264,-0.0057,0.169
13173,-106.7177,-2.3122,-0.0105,-0.1003,-89.2434,0.0012,-0.0681,5.2394,0.0007,-0.1495,5.7607,-0.0055,0.6298
13189,-106.7189,-2.2106,-0.0105,-0.1,-89.2586,0.0011,-0.0689,5.3273,0.0006,-0.0441,4.63,-0.006,-0.0105
13207,-106.7203,-2.1139,-0.0105,-0.0998,-89.2363,0.0013,-0.072,5.4549,0.0005,-0.1757,7.2078,-0.0038,0.6792
13221,-106.7215,-2.0157,-0.0105,-0.0999,-89.2462,0.0012,-0.0731,5.5735,0.0005,-0.0585,6.7376,-0.0036,0.0413
13238,-106.723,-1.9194,-0.0105,-0.1007,-89.2293,0.0013,-0.0762,5.7084,0.0004,-0.1838,7.9867,-0.0023,0.4225
13254,-106.7242,-1.8204,-0.0105,-0.1023,-89.2365,0.0012,-0.0776,5.8547,0.0004,-0.0842,8.6476,-0.003,0.0216
13271,-106.726,-1.7005,-0.0104,-0.1044,-89.2188,0.0013,-0.0805,5.992,0.0003,-0.1482,6.868,-0.0021,0.5374
13285,-106.7273,-1.593,-0.0104,-0.1054,-89.2329,0.0011,-0.0816,6.1062,0.0003,-0.0578,6.4949,-0.0028,-0.3745
13301,-106.7288,-1.4889,-0.0104,-0.1065,-89.2194,0.0012,-0.0843,6.2448,0.0002,-0.1654,8.3041,-0.0022,0.4398
13317,-106.7302,-1.3789,-0.0104,-0.1085,-89.2266,0.0011,-0.0862,6.4054,0.0002,-0.1065,9.3369,-0.0018,-0.1839
13333,-106.7302,-1.3789,-0.0104,-0.1085,-89.2266,0.0011,-0.0862,6.4054,0.0002,-0.1065,9.3369,-0.0018,-0.1839
13349,-106.7318,-1.2662,-0.0104,-0.111,-89.2191,0.0011,-0.0889,6.5628,0.0002,-0.158,9.1454,-0.0015,0.2725
13365,-106.7333,-1.1486,-0.0103,-0.1135,-89.2244,0.001,-0.0906,6.7079,0.0002,-0.0993,8.2586,-0.0015,-0.1662
13382,-106.735,-1.0283,-0.0103,-0.1153,-89.2165,0.001,-0.0928,6.834,0.0001,-0.1262,7.1606,-0.001,0.3048
13397,-106.7366,-0.9106,-0.0103,-0.1163,-89.2242,0.0009,-0.0942,6.954,0.0001,-0.0779,7.0762,-0.0014,-0.2917
13415,-106.7383,-0.785,-0.0103,-0.117,-89.2151,0.0009,-0.0964,7.0788,0.0001,-0.1249,7.0279,-0.0014,0.3059
13430,-106.74,-0.662,-0.0103,-0.1173,-89.2227,0.0008,-0.0977,7.1991,0.0001,-0.0786,7.0365,0.0,-0.2572
13447,-106.7417,-0.5373,-0.0103,-0.1176,-89.2159,0.0008,-0.0998,7.3255,0.0001,-0.1243,7.4153,-0.0009,0.2113
13463,-106.7434,-0.4093,-0.0103,-0.1179,-89.2206,0.0007,-0.1014,7.4567,0.0001,-0.0927,7.6285,-0.0018,-0.1172
13478,-106.7453,-0.2717,-0.0103,-0.1181,-89.217,0.0007,-0.1035,7.5887,0.0001,-0.1118,7.2702,0.001,0.0825
13493,-106.7471,-0.1378,-0.0103,-0.118,-89.2195,0.0006,-0.1049,7.7029,0.0,-0.0846,6.559,-0.0019,-0.0731
13509,-106.749,-0.0006,-0.0103,-0.1176,-89.2171,0.0006,-0.1066,7.8169,0.0001,-0.0969,6.4843,0.001,0.0701
13527,-106.7509,0.136,-0.0103,-0.1169,-89.2191,0.0005,-0.1081,7.9282,0.0,-0.0836,6.4481,-0.0011,-0.0573
13541,-106.7509,0.136,-0.0103,-0.1169,-89.2191,0.0005,-0.1081,7.9282,0.0,-0.0836,6.4481,-0.0011,-0.0573
13557,-106.7527,0.2705,-0.0103,-0.1163,-89.2176,0.0005,-0.1097,8.0435,0.0,-0.0993,6.8869,-0.0,0.036
13573,-106.7546,0.4073,-0.0103,-0.1159,-89.2183,0.0004,-0.1114,8.1661,0.0,-0.0985,7.2998,0.0,-0.0077
