timestamp,x,y,z,pitch,yaw,roll,vx,vy,vz,ax,ay,az,yaw_rate
39174,-106.6867,-4.8475,0.4541,0.0,-89.3578,0.0,0.0,0.0,-1.6439,0.0,0.0,-9.8,0.0
39190,-106.6867,-4.8475,0.4541,0.0,-89.3578,0.0,0.0,0.0,-1.6439,0.0,0.0,-9.8,0.0
39206,-106.6867,-4.8475,0.4541,0.0,-89.3578,0.0,0.0,0.0,-1.6439,0.0,0.0,-9.8,0.0
39222,-106.6867,-4.8475,0.378,0.0,-89.3578,0.0,0.0,0.0,-2.04,0.0,0.0,-9.8,0.0
39238,-106.6867,-4.8475,0.378,0.0,-89.3578,0.0,0.0,0.0,-2.04,0.0,0.0,-9.8,0.0
39254,-106.6867,-4.8475,0.3134,0.0,-89.3578,0.0,0.0,0.0,-2.3242,0.0,0.0,-9.8,0.0
39273,-106.6867,-4.8475,0.2492,0.0,-89.3578,0.0,0.0,0.0,-2.5763,0.0,0.0,-9.8,0.0
39286,-106.6867,-4.8475,0.2492,0.0,-89.3578,0.0,0.0,0.0,-2.5763,0.0,0.0,-9.8,0.0
39305,-106.6867,-4.8475,0.1707,0.0,-89.3578,0.0,0.0,0.0,-2.8548,0.0,0.0,-9.8,0.0
39318,-106.6867,-4.8475,0.1707,0.0,-89.3578,0.0,0.0,0.0,-2.8548,0.0,0.0,-9.8,0.0
39334,-106.6867,-4.8475,0.0921,0.0,-89.3578,0.0,0.0,0.0,-3.1095,0.0,0.0,-9.8,0.0
39353,-106.6867,-4.8465,0.0212,-0.0017,-89.3578,0.0,-0.0015,0.1338,-2.5878,-0.0617,5.5038,21.4536,-0.0
39366,-106.6867,-4.8465,0.0212,-0.0017,-89.3578,0.0,-0.0015,0.1338,-2.5878,-0.0617,5.5038,21.4536,-0.0
39382,-106.6867,-4.8461,-0.0271,-0.0012,-89.3578,0.0,0.0005,-0.0448,-1.6481,0.0802,-7.1578,37.6556,0.0
39402,-106.6868,-4.8448,-0.0565,-0.0025,-89.3578,0.0,-0.0011,0.1018,-0.9908,-0.0665,5.94,26.6388,0.0
39414,-106.6868,-4.8448,-0.0565,-0.0025,-89.3578,0.0,-0.0011,0.1018,-0.9908,-0.0665,5.94,26.6388,0.0
39433,-106.6868,-4.8416,-0.0757,-0.0059,-89.3578,0.0,-0.002,0.1775,-0.4472,-0.028,2.4847,17.8352,0.0004
39446,-106.6868,-4.8416,-0.0757,-0.0059,-89.3578,0.0,-0.002,0.1775,-0.4472,-0.028,2.4847,17.8352,0.0004
39466,-106.6869,-4.8356,-0.0827,-0.0104,-89.3582,0.0,-0.0031,0.276,-0.1024,-0.0337,3.0774,10.7714,-0.013
